차주일련번호,차주구분코드,생년,성별,내국인여부,연체정보,최근 3개월 연체 건수,최근 6개월 연체 여부,공공정보 등록 건수,최근 3개월 공공정보 여부,최근 6개월 공공정보 여부,카드개설건수,신용판매한도금액,현금서비스한도금액,신용판매이용금액,현금서비스이용금액,최근3개월 신용판매 이용금액,최근3개월 현금서비스 이용금액,최근6개월 신용판매 이용금액,최근6개월 현금서비스 이용금액,보증금액,대출금액,대출금액_대부업권
1119319 ,1 ,1957 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,60000 ,10800 ,1930 ,0 ,748 ,0 ,918 ,0 ,0 ,670000 ,0 
462853 ,1 ,1952 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19000 ,0 
1038415 ,1 ,1969 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,60000 ,19200 ,1700 ,0 ,948 ,0 ,1073 ,0 ,0 ,33000 ,0 
1797484 ,1 ,1996 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1843231 ,1 ,1997 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10400 ,3600 ,470 ,0 ,320 ,0 ,390 ,0 ,0 ,65000 ,0 
1145687 ,1 ,1960 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1813787 ,1 ,1962 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,39000 ,14700 ,2620 ,0 ,603 ,0 ,491 ,0 ,0 ,23600 ,0 
1529403 ,1 ,1971 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,16400 ,5600 ,1280 ,0 ,655 ,0 ,588 ,0 ,0 ,0 ,0 
1214854 ,1 ,1991 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
919035 ,1 ,1968 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,13400 ,5200 ,2000 ,0 ,862 ,0 ,831 ,0 ,0 ,162000 ,0 
1807672 ,1 ,1988 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,46000 ,10400 ,780 ,0 ,584 ,0 ,420 ,0 ,0 ,0 ,0 
1814211 ,1 ,1945 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,19200 ,5800 ,970 ,0 ,405 ,0 ,580 ,0 ,0 ,120000 ,0 
406957 ,1 ,1936 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,5400 ,2000 ,230 ,0 ,255 ,0 ,607 ,0 ,0 ,0 ,0 
1653394 ,1 ,1969 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3300 ,0 
164421 ,1 ,1981 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1009616 ,1 ,1969 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1338751 ,1 ,1992 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,14600 ,4600 ,960 ,0 ,343 ,0 ,343 ,0 ,0 ,0 ,0 
58223 ,1 ,1996 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,180000 ,0 
446380 ,1 ,1935 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,48000 ,16800 ,400 ,0 ,138 ,0 ,140 ,0 ,0 ,0 ,0 
1488247 ,1 ,1991 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7570 ,0 
877396 ,1 ,1958 ,2 ,1 ,0 ,3 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1442616 ,1 ,1986 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,12000 ,2400 ,460 ,0 ,313 ,0 ,417 ,0 ,0 ,0 ,0 
642047 ,1 ,1952 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,66000 ,25200 ,2010 ,0 ,708 ,0 ,733 ,0 ,0 ,0 ,0 
1334868 ,1 ,1981 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,96000 ,35200 ,5200 ,0 ,695 ,0 ,641 ,0 ,0 ,86000 ,0 
885717 ,1 ,1955 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,90000 ,21000 ,1220 ,0 ,250 ,0 ,321 ,0 ,0 ,0 ,0 
151422 ,1 ,1961 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
254107 ,1 ,1982 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,60000 ,14400 ,2660 ,0 ,469 ,0 ,460 ,0 ,0 ,0 ,0 
590784 ,1 ,1993 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,5600 ,2200 ,290 ,0 ,132 ,0 ,119 ,0 ,0 ,0 ,0 
337832 ,1 ,1977 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160 ,0 
1074207 ,1 ,1946 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1106382 ,1 ,1967 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20000 ,40000 ,0 
615068 ,1 ,1944 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1292299 ,1 ,1978 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4600 ,0 
1231698 ,1 ,1959 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
970134 ,1 ,1961 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2400 ,0 
803858 ,1 ,1972 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
753874 ,1 ,1977 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1513503 ,1 ,1950 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,26000 ,10400 ,530 ,0 ,1002 ,0 ,573 ,0 ,0 ,0 ,0 
1049525 ,1 ,1951 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1062259 ,1 ,1959 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,143000 ,0 
1051588 ,1 ,1989 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,56000 ,13600 ,1200 ,0 ,247 ,0 ,526 ,0 ,0 ,0 ,0 
1353257 ,1 ,1969 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
818279 ,1 ,1974 ,2 ,1 ,0 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1900 ,0 
1018563 ,1 ,1951 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
206123 ,1 ,1979 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2200 ,0 
1068414 ,1 ,1970 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,116000 ,44000 ,300 ,0 ,76 ,0 ,56 ,0 ,0 ,66400 ,0 
129542 ,1 ,1942 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,80000 ,26000 ,100 ,0 ,135 ,0 ,162 ,0 ,0 ,36400 ,0 
1018553 ,1 ,1994 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125900 ,0 
180443 ,1 ,1948 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20000 ,0 
212540 ,1 ,1986 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,9600 ,3600 ,180 ,0 ,115 ,0 ,134 ,0 ,0 ,35000 ,0 
363912 ,1 ,1989 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2700 ,0 
981371 ,1 ,1986 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,10800 ,4400 ,1200 ,0 ,583 ,0 ,487 ,0 ,0 ,200000 ,0 
984579 ,1 ,1977 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,60000 ,24000 ,820 ,0 ,595 ,0 ,819 ,0 ,0 ,280000 ,0 
1406304 ,1 ,1968 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1742022 ,1 ,1966 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1113249 ,1 ,1976 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,66000 ,26700 ,2300 ,0 ,656 ,0 ,562 ,0 ,0 ,47020 ,0 
1376236 ,1 ,1953 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4500 ,0 
1917217 ,1 ,1960 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,15400 ,6200 ,400 ,0 ,412 ,0 ,391 ,0 ,400000 ,66000 ,0 
1185094 ,1 ,1941 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,46000 ,13200 ,4920 ,0 ,2808 ,0 ,2764 ,0 ,0 ,0 ,0 
1804921 ,1 ,1953 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,66000 ,15300 ,480 ,0 ,87 ,0 ,206 ,0 ,0 ,30000 ,0 
572291 ,1 ,1944 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1385368 ,1 ,1967 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4800 ,0 
833788 ,1 ,1992 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1900 ,0 
520986 ,1 ,1996 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2200 ,2000 ,390 ,0 ,442 ,0 ,324 ,0 ,0 ,11900 ,0 
124873 ,1 ,1965 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,56000 ,22000 ,2350 ,0 ,763 ,0 ,629 ,0 ,0 ,119000 ,0 
1185660 ,1 ,1984 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,14400 ,5000 ,0 ,0 ,43 ,0 ,38 ,0 ,0 ,0 ,0 
946060 ,1 ,1956 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16000 ,0 
1677445 ,1 ,1991 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,45000 ,17400 ,1300 ,0 ,786 ,124 ,621 ,124 ,0 ,113600 ,0 
576503 ,1 ,1984 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,16200 ,4200 ,100 ,0 ,96 ,0 ,111 ,0 ,0 ,1400 ,0 
1345707 ,1 ,1964 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,11000 ,4800 ,340 ,0 ,102 ,0 ,94 ,0 ,0 ,0 ,0 
1787357 ,1 ,1971 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,120000 ,64000 ,1330 ,0 ,341 ,0 ,294 ,0 ,0 ,0 ,0 
860640 ,1 ,1959 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,90000 ,57000 ,1500 ,0 ,418 ,0 ,310 ,0 ,0 ,65000 ,0 
1647673 ,1 ,1977 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,180000 ,90000 ,1940 ,0 ,475 ,0 ,468 ,0 ,0 ,70000 ,0 
465473 ,1 ,1952 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,11200 ,4400 ,190 ,0 ,102 ,0 ,101 ,0 ,0 ,197000 ,0 
1689106 ,1 ,1974 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,38000 ,11800 ,5300 ,0 ,1292 ,30 ,1687 ,30 ,0 ,166000 ,0 
53526 ,1 ,1960 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,34000 ,13600 ,570 ,0 ,405 ,0 ,373 ,0 ,0 ,0 ,0 
300936 ,1 ,1971 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
181870 ,1 ,1985 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,19200 ,5200 ,500 ,0 ,313 ,0 ,325 ,0 ,0 ,0 ,0 
875766 ,1 ,1965 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,90000 ,19500 ,1600 ,0 ,522 ,0 ,504 ,0 ,0 ,0 ,0 
44874 ,1 ,1985 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
463717 ,1 ,1979 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 
1188012 ,1 ,1988 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,11400 ,4000 ,100 ,0 ,50 ,0 ,50 ,0 ,0 ,6100 ,0 
1678118 ,1 ,1942 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,72000 ,23100 ,1330 ,0 ,673 ,0 ,687 ,0 ,0 ,36000 ,0 
1057092 ,1 ,1986 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,19600 ,6600 ,850 ,0 ,1018 ,0 ,1656 ,0 ,0 ,71000 ,0 
476309 ,1 ,1975 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
482085 ,1 ,1971 ,2 ,1 ,0 ,0 ,0 ,1 ,3 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
183160 ,1 ,1997 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10000 ,3400 ,570 ,0 ,285 ,60 ,463 ,60 ,0 ,5700 ,0 
342714 ,1 ,1986 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,29400 ,11700 ,810 ,0 ,186 ,0 ,153 ,0 ,0 ,190000 ,0 
881727 ,1 ,1956 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,153000 ,0 
937488 ,1 ,2000 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
1378383 ,1 ,1943 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,60000 ,42000 ,750 ,0 ,407 ,0 ,500 ,0 ,0 ,0 ,0 
1573642 ,1 ,1960 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,6000 ,2000 ,420 ,0 ,170 ,0 ,179 ,0 ,0 ,0 ,0 
333812 ,1 ,1984 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,12000 ,4800 ,640 ,0 ,313 ,0 ,306 ,0 ,0 ,0 ,0 
319068 ,1 ,1989 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,75000 ,12600 ,300 ,0 ,81 ,0 ,207 ,0 ,0 ,110000 ,0 
