차주일련번호,차주구분코드,생년,성별,내국인여부,연체정보,최근 3개월 연체 여부,최근 6개월 연체 여부,공공정보,최근 3개월 공공정보 여부,최근 6개월 공공정보 여부,카드개설건수,신용판매한도금액,현금서비스한도금액,신용판매이용금액,현금서비스이용금액,최근3개월 신용판매 이용금액,최근3개월 현금서비스 이용금액,최근6개월 신용판매 이용금액,최근6개월 현금서비스 이용금액,보증금액,대출금액,대출금액_대부업권
788652,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939297,1,1961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887493,1,1955,2,1,0,0,0,0,0,0,2,579000,5200,200,0,167,0,7957.142857,0,0,0,0
1507895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959200,0
1828072,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351945,1,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0
382326,1,1963,1,1,0,0,0,0,0,0,2,523200,10400,2990,0,2450,0,13000,0,0,461000,0
381478,1,1964,1,1,0,0,0,0,0,0,4,952000,20700,1090,0,1517,0,18000,0,0,0,0
1042711,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206756,1,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455808,1,1987,2,1,0,0,0,0,0,0,2,50000,0,920,0,1367,0,1000,0,0,0,0
217743,1,1964,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
883563,1,1978,2,1,0,0,0,0,0,0,2,550000,8200,280,0,217,0,11000,0,0,0,0
531538,1,1987,2,1,0,0,0,0,0,0,3,132000,3000,1740,0,737,0,2400,0,0,0,0
1434692,1,1985,1,1,0,0,0,0,0,0,1,520000,0,0,0,0,0,12000,0,0,0,0
1351088,1,1981,2,1,0,0,0,0,0,0,4,2228000,20400,990,0,390,0,23000,0,0,0,0
1515097,1,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507029,1,1955,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310620,1,1987,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969470,1,1957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354817,1,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652492,1,1978,2,1,0,0,0,0,0,0,2,950000,8800,160,0,913,0,19000,0,0,0,0
565809,1,1995,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126000,0
714452,1,1973,2,1,0,0,0,0,0,0,2,650000,10600,390,0,360,0,13000,0,0,0,0
145522,1,1981,1,1,0,0,0,0,0,0,5,142600,0,0,0,0,0,1000,0,0,60000,0
562200,1,1967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877615,1,1952,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324282,1,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260067,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136569,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471790,1,1935,1,1,0,0,0,0,0,0,2,1012000,20000,0,0,777,0,26000,0,0,0,0
1650210,1,1964,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500
878105,1,2000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025072,1,1965,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206128,1,1978,1,1,0,0,0,0,0,0,4,1793000,20000,1050,0,790,0,13000,0,0,0,0
1341874,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318874,1,1968,2,1,0,0,0,0,0,0,4,994800,26000,860,0,2513,0,17000,0,0,150000,0
633225,1,1942,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951224,1,1989,2,1,0,0,0,0,0,0,1,350000,0,0,0,0,0,17000,0,0,0,0
163007,1,1993,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383055,1,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333929,1,1997,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395645,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459392,1,1996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802679,1,1974,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
397024,1,1938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419164,1,1968,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602214,1,1977,2,1,0,0,0,0,0,0,3,1122000,17700,3630,0,2557,0,19142.85714,0,0,0,0
702862,1,1963,1,1,0,0,0,0,0,0,2,485200,12400,2400,0,3000,0,17000,0,0,0,0
1720707,1,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249209,1,1994,2,1,0,0,0,0,0,0,2,0,0,2200,720,907,291.6666667,0,435,0,0,0
1779334,1,1980,1,1,0,0,0,0,0,0,3,1095000,17400,960,0,1467,0,15000,0,0,0,0
743319,1,1974,1,1,0,0,0,0,0,0,3,634800,6900,100,0,163,0,8400,0,0,0,0
1921666,1,1950,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1811000,1,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418154,1,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0
1749120,1,1983,1,1,0,0,0,0,0,0,5,3000000,40000,5200,0,8000,0,30000,0,0,3245000,0
470792,1,1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461442,1,1967,1,1,0,0,0,0,0,0,2,48400,2000,860,1000,357,383.3333333,3233.333333,766.6666667,0,0,0
1502541,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385307,1,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119319,1,1957,1,1,0,0,0,0,0,0,4,1808000,10800,2750,0,2243,0,20000,0,0,6030000,0
1262308,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462853,1,1952,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1038415,1,1969,2,1,0,0,0,0,0,0,3,2700000,19200,3300,0,2843,0,21714.28571,0,0,0,0
821033,1,1998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797484,1,1996,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
971619,1,1941,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843231,1,1997,1,1,0,0,0,0,0,0,2,134400,3600,350,0,640,0,5142.857143,0,0,0,0
1145687,1,1960,1,1,0,0,0,0,0,0,2,6000,2400,200,0,0,0,3000,0,0,0,0
1305604,1,1991,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813787,1,1962,2,1,0,0,0,0,0,0,3,975000,14700,1670,0,1810,0,13000,0,0,0,0
1787486,1,1938,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475891,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374934,1,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529403,1,1971,2,1,0,0,0,0,0,0,3,164000,5600,1180,0,1310,0,8200,0,0,0,0
1214854,1,1991,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
919035,1,1968,2,1,0,0,0,0,0,0,2,335000,5200,440,0,1723,0,6700,0,0,0,0
1709117,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807672,1,1988,1,1,0,0,0,0,0,0,3,1619000,27000,730,0,1363,0,24578.94737,0,0,0,0
1814211,1,1945,2,1,0,0,0,0,0,0,2,652800,5800,770,0,810,0,9600,0,0,0,0
406957,1,1936,2,1,0,0,0,0,0,0,2,275300,2000,180,0,510,0,2700,0,0,0,0
1653394,1,1969,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
488162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171400,0
164421,1,1981,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1009616,1,1969,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186033,1,1999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338751,1,1992,2,1,0,0,0,0,0,0,2,43800,4600,910,0,457,0,7300,0,0,0,0
58223,1,1996,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1789383,1,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446380,1,1935,2,1,0,0,0,0,0,0,3,1716000,16800,630,0,460,0,16480,0,0,0,0
28236,1,2001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659334,1,1998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488247,1,1991,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
877396,1,1958,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442616,1,1986,2,1,0,0,0,0,0,0,2,300000,2400,530,0,627,0,6000,0,0,0,0
507506,1,1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642047,1,1952,1,1,0,0,0,0,0,0,3,1650000,25200,2580,0,2123,0,22000,0,0,0,0
908189,1,2007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334868,1,1981,2,1,0,0,0,0,0,0,3,619000,22200,1650,0,2317,0,18894.73684,0,0,0,0
450442,1,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745636,1,1937,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885717,1,1955,2,1,0,0,0,0,0,0,3,1770000,21000,820,0,750,0,30000,0,0,0,0
234796,1,1936,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964843,1,1953,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151422,1,1961,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
540569,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254107,1,1982,2,1,0,0,0,0,0,0,4,1500000,14400,1330,0,1877,0,15000,0,0,0,0
1101185,1,1969,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590784,1,1993,1,1,0,0,0,0,0,0,2,140000,2200,510,0,263,0,2800,0,0,0,0
337832,1,1977,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1074207,1,1946,1,1,0,0,0,0,0,0,1,72800,0,0,0,0,0,0,0,0,0,0
1106382,1,1967,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,760000,0,0
177953,1,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238804,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909595,1,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615068,1,1944,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1292299,1,1978,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
685654,1,1954,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231698,1,1959,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1713267,1,2002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970134,1,1961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803858,1,1972,1,1,0,0,0,0,0,0,1,158600,0,0,0,0,0,0,0,0,0,0
753874,1,1977,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1411095,1,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513503,1,1950,1,1,0,0,0,0,0,0,2,535600,10400,1100,0,2003,0,13000,0,0,0,0
1538205,1,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049525,1,1951,1,1,0,0,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,0,0
1062259,1,1959,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142808,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051627,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919064,1,1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051588,1,1989,2,1,0,0,0,0,0,0,4,653000,13600,1700,0,907,0,11725,0,0,0,0
24559,1,1953,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0
85068,1,1935,2,1,0,0,0,0,0,0,0,148500,0,0,0,0,0,0,0,0,0,0
1353257,1,1969,1,1,0,0,0,0,0,0,1,48800,0,0,0,0,0,0,0,0,0,0
1269424,1,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818279,1,1974,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232931,1,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018563,1,1951,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630309,1,1953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206123,1,1979,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1394172,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068414,1,1970,1,1,0,0,0,0,0,0,4,759600,21900,230,0,253,0,21636.36364,0,0,0,0
905603,1,1960,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129542,1,1942,2,1,0,0,0,0,0,0,5,2651000,26000,420,0,673,0,18368.42105,0,0,0,0
1540172,1,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018553,1,1994,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1260303,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379180,1,1990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180443,1,1948,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453867,1,2002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212540,1,1986,1,1,0,0,0,0,0,0,2,437200,3600,530,0,230,0,4800,0,0,0,0
1664216,1,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302642,1,1952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363912,1,1989,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
981371,1,1986,2,1,0,0,0,0,0,0,3,270000,4400,1100,0,1167,0,5400,0,0,0,0
984579,1,1977,2,1,0,0,0,0,0,0,2,2310000,24000,990,0,1587,0,30000,0,0,0,0
1905711,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000,0
1431007,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182131,1,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406304,1,1968,1,1,0,0,0,0,0,0,1,522000,0,0,0,0,0,0,0,0,0,0
1742022,1,1966,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1550248,1,2002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438254,1,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113249,1,1976,2,1,0,0,0,0,0,0,4,2350000,26700,1200,0,2187,0,22640,0,0,600000,0
1589211,1,1973,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376236,1,1953,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1900,0,0
1917217,1,1960,1,1,0,0,0,0,0,0,2,385000,6200,1040,0,823,0,7700,0,10000000,0,0
1185094,1,1941,1,1,0,0,0,0,0,0,3,1150000,13200,7900,0,5617,0,23000,0,0,0,0
90893,1,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721944,1,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804921,1,1953,2,1,0,0,0,0,0,0,3,1650000,15300,810,0,260,0,22000,0,0,0,0
1870166,1,2000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880999,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572291,1,1944,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1385368,1,1967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921814,1,1941,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316431,1,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833788,1,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717574,1,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581080,1,1996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520986,1,1996,2,1,0,0,0,0,0,0,2,55000,2000,520,0,883,0,1100,0,0,0,0
124873,1,1965,2,1,0,0,0,0,0,0,4,1946000,22000,3600,0,3050,0,14000,0,0,0,0
1233108,1,1955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185660,1,1984,2,1,0,0,0,0,0,0,2,360000,5000,100,0,87,0,7200,0,0,0,0
947989,1,1981,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199838,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946060,1,1956,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677445,1,1991,2,1,0,0,0,0,0,0,3,501000,17400,1990,0,2357,0,13285.71429,140,0,0,0
1164151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119200,0
576503,1,1984,2,1,0,0,0,0,0,0,3,513000,4200,190,0,287,0,5400,0,0,0,0
766450,1,1959,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345707,1,1964,2,1,0,0,0,0,0,0,2,275000,4800,200,0,203,0,5500,0,0,0,0
515735,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64641,1,1947,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787357,1,1971,2,1,0,0,0,0,0,0,4,2850000,64000,840,0,1363,0,30000,0,0,0,0
501984,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860640,1,1959,1,1,0,0,0,0,0,0,3,2250000,57000,1600,0,1253,0,30000,0,0,0,0
1647673,1,1977,1,1,0,0,0,0,0,0,6,4500000,90000,2750,0,2850,0,30000,0,0,0,0
1014847,1,2000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465473,1,1952,1,1,0,0,0,0,0,0,2,362200,4400,1000,0,203,0,5600,0,0,0,0
537780,1,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689106,1,1974,1,1,0,0,0,0,0,0,2,739000,11800,700,0,2583,0,17571.42857,0,0,0,0
53526,1,1960,2,1,0,0,0,0,0,0,2,918000,13600,760,0,810,0,17000,0,0,0,0
300936,1,1971,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181870,1,1985,2,1,0,0,0,0,0,0,2,480000,5200,660,0,627,0,9600,0,0,0,0
875766,1,1965,2,1,0,0,0,0,0,0,3,1746000,19500,3400,0,1567,0,30000,0,0,0,0
258839,1,1967,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44874,1,1985,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92000,0
1621419,1,2010,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511157,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623967,1,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558967,1,1994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463717,1,1979,1,1,0,0,0,0,0,0,1,44400,0,0,0,0,0,3700,0,0,0,0
617117,1,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731854,1,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188012,1,1988,1,1,0,0,0,0,0,0,2,22800,4000,1500,0,33,0,5700,0,0,0,0
137522,1,1962,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678118,1,1942,1,1,0,0,0,0,0,0,3,1800000,23100,2120,0,2020,0,24000,0,0,0,0
352514,1,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057092,1,1986,2,1,0,0,0,0,0,0,2,117600,6600,350,0,2037,0,9800,0,0,0,0
1129677,1,1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0
476309,1,1975,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1942485,1,2002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482085,1,1971,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1531900,1,1942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183160,1,1997,1,1,0,0,0,0,0,0,2,135600,3400,1350,0,190,0,5180,52.5,0,0,0
398809,1,1942,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55125,1,1936,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867157,1,1935,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763889,1,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311915,1,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342714,1,1986,1,1,0,0,0,0,0,0,3,494000,11700,420,0,557,0,8657.142857,0,0,0,0
881727,1,1956,2,1,0,0,0,0,0,0,1,315200,0,0,0,0,0,0,0,0,0,0
112230,1,1997,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70444,1,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937488,1,2000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1676639,1,1955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378383,1,1943,2,1,0,0,0,0,0,0,2,1500000,42000,1290,0,813,0,30000,0,0,0,0
1573642,1,1960,1,1,0,0,0,0,0,0,2,214000,2000,1500,0,340,0,3000,0,0,0,0
